Type de formation,Nom de la région,P-code de la région,Nom de la préfecture,P-code de la préfecture,Nom de la sous-préfecture,P-code de la sous-préfecture,Total des établissements,Établissements formées
#output+type,#adm1+name,#adm1+code,#adm2+name,#adm2+code,#adm3+name,#adm3+code,#inneed,#reached
WASH,Mamou,GIN007,Pita,GIN007003,Donghol Touma,GIN00700303,1,0
WASH,Mamou,GIN007,Pita,GIN007003,Gongoret,GIN00700304,2,0
WASH,Mamou,GIN007,Pita,GIN007003,Ley Miro,GIN00700305,2,0
WASH,Mamou,GIN007,Pita,GIN007003,Maci,GIN00700306,5,0
WASH,Mamou,GIN007,Pita,GIN007003,Pita Ctre,GIN00700308,8,0
WASH,Mamou,GIN007,Pita,GIN007003,Sangareah,GIN00700309,1,0
WASH,Mamou,GIN007,Pita,GIN007003,Timbi Madina,GIN00700311,2,0
WASH,Mamou,GIN007,Pita,GIN007003,Timbi Touni,GIN00700312,4,0
WASH,Nzerekore,GIN008,Beyla,GIN008001,Beyla Ctre,GIN00800101,12,0
WASH,Nzerekore,GIN008,Beyla,GIN008001,Boola,GIN00800102,4,0
WASH,Nzerekore,GIN008,Beyla,GIN008001,Diaraguerela,GIN00800103,5,0
WASH,Nzerekore,GIN008,Beyla,GIN008001,Diassodou,GIN00800104,3,0
WASH,Nzerekore,GIN008,Beyla,GIN008001,Fouala,GIN00800105,3,0
WASH,Nzerekore,GIN008,Beyla,GIN008001,Gbakedou,GIN00800106,6,0
WASH,Nzerekore,GIN008,Beyla,GIN008001,Gbessoba,GIN00800107,4,0
WASH,Nzerekore,GIN008,Beyla,GIN008001,Karala,GIN00800108,2,0
WASH,Nzerekore,GIN008,Beyla,GIN008001,Koumandou,GIN00800109,4,0
WASH,Nzerekore,GIN008,Beyla,GIN008001,Moussadou,GIN00800110,2,0
WASH,Nzerekore,GIN008,Beyla,GIN008001,Nionsomoridou,GIN00800111,3,0
WASH,Nzerekore,GIN008,Beyla,GIN008001,Sakourala,GIN00800112,3,0
WASH,Nzerekore,GIN008,Beyla,GIN008001,Samana,GIN00800113,4,0
WASH,Nzerekore,GIN008,Beyla,GIN008001,Sinko,GIN00800114,5,0
WASH,Nzerekore,GIN008,Gueckedou,GIN008002,Bolodou,GIN00800201,3,0
WASH,Nzerekore,GIN008,Gueckedou,GIN008002,Fangamadou,GIN00800202,5,0
WASH,Nzerekore,GIN008,Gueckedou,GIN008002,Gueckedou Ctre,GIN00800203,8,0
WASH,Nzerekore,GIN008,Gueckedou,GIN008002,Guendembou,GIN00800204,5,0
WASH,Nzerekore,GIN008,Gueckedou,GIN008002,Kassadou,GIN00800205,2,0
WASH,Nzerekore,GIN008,Gueckedou,GIN008002,Koundou,GIN00800206,3,0
WASH,Nzerekore,GIN008,Gueckedou,GIN008002,Nongoa,GIN00800207,5,0
WASH,Nzerekore,GIN008,Gueckedou,GIN008002,Ouende Kenema,GIN00800208,7,0
WASH,Nzerekore,GIN008,Gueckedou,GIN008002,Tekoulo,GIN00800209,8,0
WASH,Nzerekore,GIN008,Gueckedou,GIN008002,Termassadou,GIN00800210,7,0
WASH,Nzerekore,GIN008,Lola,GIN008003,Bossou,GIN00800301,2,0
WASH,Nzerekore,GIN008,Lola,GIN008003,Foumbadou,GIN00800302,4,0
WASH,Nzerekore,GIN008,Lola,GIN008003,Gama Berema,GIN00800303,4,0
WASH,Nzerekore,GIN008,Lola,GIN008003,Gueasso,GIN00800304,6,0
WASH,Nzerekore,GIN008,Lola,GIN008003,Kokota,GIN00800305,4,0
WASH,Nzerekore,GIN008,Lola,GIN008003,Laine,GIN00800306,3,0
WASH,Nzerekore,GIN008,Lola,GIN008003,Lola Ctre,GIN00800307,11,0
WASH,Nzerekore,GIN008,Lola,GIN008003,Nzoo,GIN00800308,3,0
WASH,Nzerekore,GIN008,Lola,GIN008003,Tounkarata,GIN00800309,2,0
WASH,Nzerekore,GIN008,Macenta,GIN008004,Balizia,GIN00800401,4,0
WASH,Nzerekore,GIN008,Macenta,GIN008004,Binikala,GIN00800402,2,0
WASH,Nzerekore,GIN008,Macenta,GIN008004,Bofossou,GIN00800403,4,0
WASH,Nzerekore,GIN008,Macenta,GIN008004,Daro,GIN00800404,6,0
WASH,Nzerekore,GIN008,Macenta,GIN008004,Fassankoni,GIN00800405,2,0
WASH,Nzerekore,GIN008,Macenta,GIN008004,Kouankan,GIN00800406,3,0
WASH,Nzerekore,GIN008,Macenta,GIN008004,Koyamah,GIN00800407,4,0
WASH,Nzerekore,GIN008,Macenta,GIN008004,Macenta Ctre,GIN00800408,13,0
WASH,Nzerekore,GIN008,Macenta,GIN008004,Nzebela,GIN00800409,3,0
WASH,Nzerekore,GIN008,Macenta,GIN008004,Ouremai,GIN00800410,5,0
WASH,Nzerekore,GIN008,Macenta,GIN008004,Panziazou,GIN00800411,4,0
WASH,Nzerekore,GIN008,Macenta,GIN008004,Sengbedou,GIN00800412,3,0
WASH,Nzerekore,GIN008,Macenta,GIN008004,Seredou,GIN00800413,5,0
WASH,Nzerekore,GIN008,Macenta,GIN008004,Vasseredou,GIN00800414,2,0
WASH,Nzerekore,GIN008,Macenta,GIN008004,Watanka,GIN00800415,4,0
WASH,Nzerekore,GIN008,Nzerekore,GIN008005,Bounouma,GIN00800501,6,0
WASH,Nzerekore,GIN008,Nzerekore,GIN008005,Gouecke,GIN00800502,5,0
WASH,Nzerekore,GIN008,Nzerekore,GIN008005,Kobela,GIN00800503,2,0
WASH,Nzerekore,GIN008,Nzerekore,GIN008005,Koropara,GIN00800504,9,0
WASH,Nzerekore,GIN008,Nzerekore,GIN008005,Koule,GIN00800505,6,0
WASH,Nzerekore,GIN008,Nzerekore,GIN008005,Nzerekore Ctre,GIN00800506,21,0
WASH,Nzerekore,GIN008,Nzerekore,GIN008005,Pale,GIN00800507,3,0
WASH,Nzerekore,GIN008,Nzerekore,GIN008005,Samoe,GIN00800508,8,0
WASH,Nzerekore,GIN008,Nzerekore,GIN008005,Soulouta,GIN00800509,11,0
WASH,Nzerekore,GIN008,Nzerekore,GIN008005,Womey,GIN00800510,6,0
WASH,Nzerekore,GIN008,Nzerekore,GIN008005,Yalenzou,GIN00800511,14,0
WASH,Nzerekore,GIN008,Yomou,GIN008006,Banie,GIN00800601,3,0
WASH,Nzerekore,GIN008,Yomou,GIN008006,Bheeta,GIN00800602,1,1
WASH,Nzerekore,GIN008,Yomou,GIN008006,Bignamou,GIN00800603,3,0
WASH,Nzerekore,GIN008,Yomou,GIN008006,Bowe,GIN00800604,7,0
WASH,Nzerekore,GIN008,Yomou,GIN008006,Diecke,GIN00800605,4,0
WASH,Nzerekore,GIN008,Yomou,GIN008006,Pela,GIN00800606,3,0
WASH,Nzerekore,GIN008,Yomou,GIN008006,Yomou Ctre,GIN00800607,5,0
